kreisnr;kreisname;bundesland;einwohner;junge;alte;einkommen;wahlberechtigte;waehler;ungueltige;gueltige;Union;SPD;Gruene;Linke;AFD;FDP;DIEM25;Volt
6439;Rheingau-Taunus-Kreis;Hessen;186600;17.5;29.3;24671;138642;89745;999;88746;26210;15184;20487;2926;8663;6245;223;579
6440;Wetteraukreis;Hessen;305300;19;27.4;22944;225720;132001;1454;130547;35201;22655;30002;4621;13745;8570;386;742
6531;Gießen;Hessen;267100;25.8;25.5;20153;200804;115467;1080;114387;26627;21074;28522;5780;11064;6068;477;778
6532;Lahn-Dill-Kreis;Hessen;254200;19.3;28.5;22884;189854;99764;1132;98632;28512;19965;17590;3401;11847;5419;202;424
6533;Limburg-Weilburg;Hessen;172000;19.1;28;21348;128963;71281;751;70530;22646;13003;12937;2140;7821;4514;112;309
6534;Marburg-Biedenkopf;Hessen;246200;24.7;25.6;20485;183183;104240;702;103538;25203;20696;24425;6119;9620;5267;515;809
6535;Vogelsbergkreis;Hessen;106500;17.5;31.6;21608;84549;47658;648;47010;13725;9893;7797;1658;5823;2903;71;142
6611;Kassel, documenta-Stadt;Hessen;200700;26.7;25.3;18890;140438;77669;679;76990;13392;14868;23724;6189;5747;3523;460;643
6631;Fulda;Hessen;221800;20.8;27.3;22038;169731;96971;1027;95944;36746;10860;16886;2891;12300;6244;175;408
6632;Hersfeld-Rotenburg;Hessen;121100;18.2;30.9;20459;93170;51374;671;50703;13214;13717;7641;1786;6719;2670;66;150
6633;Kassel;Hessen;236700;17.1;31.7;22015;188535;106557;1497;105060;24050;30061;21314;4214;10021;5346;186;418
6634;Schwalm-Eder-Kreis;Hessen;180800;18.1;30;20898;142375;79761;1124;78637;18397;20751;14746;2550;8703;4574;105;247
6635;Waldeck-Frankenberg;Hessen;157300;18.2;30;21041;122990;64274;668;63606;18497;13980;12282;2063;6480;4287;114;199
6636;Werra-Meißner-Kreis;Hessen;101100;17.9;32.8;19785;80896;45007;661;44346;11238;11662;7787;1853;4720;2272;117;154
7111;Koblenz, kreisfreie Stadt;Rheinland-Pfalz;113800;26;27.6;21029;83969;51030;558;50472;14597;9023;12104;1997;3736;2842;186;417
7131;Ahrweiler;Rheinland-Pfalz;128900;18.1;31.4;22962;101130;66754;914;65840;24456;10771;11929;1709;5224;4509;129;339
7132;Altenkirchen (Westerwald);Rheinland-Pfalz;128800;18.9;29;21176;100084;60894;954;59940;21117;13102;8148;1853;5820;3693;95;168
7133;Bad Kreuznach;Rheinland-Pfalz;157500;18.2;30.2;21680;120062;76580;1391;75189;22463;17851;11872;2336;7704;4827;136;328
7134;Birkenfeld;Rheinland-Pfalz;80700;18.4;31.8;21504;63968;37438;846;36592;11168;9765;4237;1169;3964;2421;51;120
7135;Cochem-Zell;Rheinland-Pfalz;61700;17.9;31.4;21797;48695;33513;791;32722;13926;6153;4130;717;2504;2108;32;122
7137;Mayen-Koblenz;Rheinland-Pfalz;213600;18.7;28.8;21895;166494;103594;1666;101928;36736;20891;16503;2578;8675;5955;157;412
7138;Neuwied;Rheinland-Pfalz;181700;18.6;29.1;22672;138266;85586;1242;84344;27819;17876;14057;2604;7703;5113;148;402
7140;Rhein-Hunsrück-Kreis;Rheinland-Pfalz;102900;18.1;29.8;23219;80641;55654;1045;54609;19037;11940;7577;1571;4790;3840;79;192
7141;Rhein-Lahn-Kreis;Rheinland-Pfalz;122400;17.9;30.4;21785;94897;62501;1162;61339;17516;15515;9513;1792;5778;3608;117;221
7143;Westerwaldkreis;Rheinland-Pfalz;201000;18.7;27.7;24107;154470;100984;1824;99160;36475;18474;14422;2838;9443;6458;139;353
7211;Trier, kreisfreie Stadt;Rheinland-Pfalz;110000;30.4;23.3;19857;80431;48513;495;48018;11402;10828;12327;2432;3223;2416;229;390
7231;Bernkastel-Wittlich;Rheinland-Pfalz;112100;18.1;29.9;22529;86064;56250;1394;54856;20367;11559;7377;1522;4197;3691;78;172
7232;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz;98200;19.7;27.6;21402;72180;50036;1218;48818;18773;10433;6823;1251;3355;2872;51;163
7233;Vulkaneifel;Rheinland-Pfalz;60700;18;31.6;21292;48002;30756;673;30083;12509;5869;3897;862;2180;1895;33;109
7235;Trier-Saarburg;Rheinland-Pfalz;148500;18.2;27.5;22541;112648;79046;1456;77590;26439;20642;11493;2158;5364;3493;99;250
7311;Frankenthal (Pfalz), kreisfreie Stadt;Rheinland-Pfalz;48400;20.1;29.1;21226;33348;19033;342;18691;5987;3656;2862;658;2533;988;27;88
7312;Kaiserslautern, kreisfreie Stadt;Rheinland-Pfalz;99700;27.4;26.5;18796;71405;38987;556;38431;8614;8256;7567;1671;4622;2148;132;334
7313;Landau in der Pfalz, kreisfreie Stadt;Rheinland-Pfalz;46300;26.6;25.1;21233;36257;24118;268;23850;6078;4126;6626;993;1875;1097;94;192
7314;Ludwigshafen am Rhein, kreisfreie Stadt;Rheinland-Pfalz;168500;22.4;24.8;19390;102451;55382;1145;54237;12921;12702;8990;2150;7684;2731;134;322
7315;Mainz, kreisfreie Stadt;Rheinland-Pfalz;215100;30.2;22.7;21515;150251;102415;898;101517;23371;18047;29557;4528;5966;5429;645;1924
7316;Neustadt an der Weinstraße, kreisfreie Stadt;Rheinland-Pfalz;53400;18.8;31.2;25390;40621;26536;318;26218;7822;4433;5350;665;2611;1555;61;193
7317;Pirmasens, kreisfreie Stadt;Rheinland-Pfalz;40600;19.3;32.8;19649;30963;15443;385;15058;4945;3352;1414;517;2245;779;15;29
7318;Speyer, kreisfreie Stadt;Rheinland-Pfalz;50900;19.5;29;23860;36237;21947;274;21673;5842;4532;4784;802;2278;1039;57;159
7319;Worms, kreisfreie Stadt;Rheinland-Pfalz;83100;21.7;26.9;20300;58082;32205;547;31658;8879;7313;5302;890;3941;1611;69;198
7320;Zweibrücken, kreisfreie Stadt;Rheinland-Pfalz;34300;21;30;19750;25997;13735;260;13475;3599;3533;1864;541;1583;627;20;70
7331;Alzey-Worms;Rheinland-Pfalz;128500;18.6;27.1;22245;98159;66764;1400;65364;17458;15783;9925;1679;8168;4101;134;302
7332;Bad Dürkheim;Rheinland-Pfalz;132700;16.5;31.2;25615;104795;73281;1087;72194;21501;14734;11909;1755;8223;4598;125;582
7333;Donnersbergkreis;Rheinland-Pfalz;75100;17.7;29.1;21374;58275;38700;755;37945;9733;9652;4925;1148;4742;2183;54;126
7334;Germersheim;Rheinland-Pfalz;128500;20;26.4;22212;94398;62054;1065;60989;19420;11665;8534;1532;8686;3632;109;258
7335;Kaiserslautern;Rheinland-Pfalz;105600;18.5;28.9;20931;81200;54712;1293;53419;16430;12224;6370;1659;6906;2379;35;191
7336;Kusel;Rheinland-Pfalz;70800;17.7;31.6;20564;56626;37704;957;36747;9392;10245;4082;1287;4989;1606;19;111
7337;Südliche Weinstraße;Rheinland-Pfalz;110600;17.5;30.1;23424;87144;62276;1193;61083;20583;11556;10081;1473;6541;3370;112;273
7338;Rhein-Pfalz-Kreis;Rheinland-Pfalz;153600;17.5;29.4;25441;117009;80643;1143;79500;24852;16039;13142;1896;9531;4847;151;385
7339;Mainz-Bingen;Rheinland-Pfalz;209800;17.8;27.2;25408;158766;112389;1540;110849;32372;23494;22665;3257;9302;6796;285;774
7340;Südwestpfalz;Rheinland-Pfalz;95500;17;32.7;22459;78708;55977;1498;54479;19236;11152;5385;1360;6785;3202;72;162
8111;Stuttgart, Landeshauptstadt;Baden-Württemberg;632700;27.1;22.8;25012;380985;255299;2186;253113;60326;34210;71882;12899;18854;20724;1798;2914
8115;Böblingen;Baden-Württemberg;389500;20.6;25.7;24507;262708;173929;2635;171294;53642;22182;37294;4509;17561;13519;526;878
8116;Esslingen;Baden-Württemberg;532400;21;26.2;24908;368113;242077;3630;238447;71172;32653;55214;7089;22948;17208;839;1288
8117;Göppingen;Baden-Württemberg;256300;19.9;27.7;23985;178436;111671;2196;109475;33328;15222;22362;2673;13715;7590;226;392
8118;Ludwigsburg;Baden-Württemberg;542600;20.7;25.6;25231;365969;244639;3726;240913;71184;33193;54293;7377;23899;17502;655;1208
8119;Rems-Murr-Kreis;Baden-Württemberg;424900;19.8;27.1;24638;296118;192589;2934;189655;57657;25672;37345;5369;21810;15896;575;901
8121;Heilbronn, Stadt;Baden-Württemberg;125100;23.7;25;32366;77185;42857;661;42196;11260;6926;8676;1643;5494;3320;111;252
8125;Heilbronn;Baden-Württemberg;340800;20.4;25.3;24123;240917;155058;3448;151610;46266;21762;28143;3857;19542;11626;236;699
8126;Hohenlohekreis;Baden-Württemberg;111400;21;25.8;23219;82938;51821;872;50949;17043;6559;9912;1261;6071;4274;93;169
8127;Schwäbisch Hall;Baden-Württemberg;194200;20.8;25.8;23061;143275;86841;1596;85245;26183;11965;18246;2462;9753;6405;144;366
8128;Main-Tauber-Kreis;Baden-Württemberg;132200;19.3;29.2;22232;101414;67126;1541;65585;26023;8631;11367;1554;7055;3486;98;242
8135;Heidenheim;Baden-Württemberg;132000;19.9;28.2;22034;93726;54623;1150;53473;18579;8329;10730;1569;5469;2474;95;203
8136;Ostalbkreis;Baden-Württemberg;312400;20.6;26.9;23888;229683;145474;3049;142425;54564;18964;28036;4056;14220;7735;242;581
8211;Baden-Baden, Stadt;Baden-Württemberg;54700;18.1;32.9;29565;38487;23743;342;23401;7488;2883;6026;611;2235;1775;97;154
8212;Karlsruhe, Stadt;Baden-Württemberg;311900;28.8;23.7;22045;209516;135414;1401;134013;28271;18171;42421;6994;10507;8382;904;2982
8215;Karlsruhe;Baden-Württemberg;442700;19.4;27.5;23996;323743;209824;4319;205505;67196;28539;42285;5240;23139;12963;443;1206
8216;Rastatt;Baden-Württemberg;230200;19.1;28.2;22803;167388;103625;2679;100946;33833;13827;20836;2450;11726;5771;214;551
8221;Heidelberg, Stadt;Baden-Württemberg;160600;33.8;21;23189;100384;70400;531;69869;13010;10378;25322;3789;4303;4299;644;2027
8222;Mannheim, Universitätsstadt;Baden-Württemberg;308000;26.6;24;20592;199916;116583;1488;115095;24961;20937;30065;5356;12286;7260;539;1203
8225;Neckar-Odenwald-Kreis;Baden-Württemberg;143400;19.4;28.4;21775;108500;68927;1638;67289;25663;9899;10520;1600;7937;3722;85;278
8226;Rhein-Neckar-Kreis;Baden-Württemberg;546700;19.3;27.7;24048;399713;263458;5438;258020;74415;40791;58981;7952;27712;16595;605;1704
8231;Pforzheim, Stadt;Baden-Württemberg;124300;23.2;26.1;22882;75907;40405;799;39606;10657;5515;6983;1433;6988;3012;124;266
8235;Calw;Baden-Württemberg;157400;19.5;27.2;23232;112394;71270;1241;70029;24488;8208;12377;1711;9380;5083;157;308
8236;Enzkreis;Baden-Württemberg;198400;18.9;27.4;24829;143293;93972;1656;92316;27558;12764;18348;2032;11956;7251;185;508
8237;Freudenstadt;Baden-Württemberg;117500;19.8;27.2;23982;86402;52901;1074;51827;18652;5868;8870;1201;6572;4750;93;196
8311;Freiburg im Breisgau, Stadt;Baden-Württemberg;229600;30.8;21.5;21256;157789;106341;991;105350;17110;14617;40610;6992;5580;4567;2278;1449
8315;Breisgau-Hochschwarzwald;Baden-Württemberg;262400;19.3;28.1;23963;190991;130032;2902;127130;39429;17093;34984;3556;9630;7695;608;658
8316;Emmendingen;Baden-Württemberg;164700;19.1;27.3;22742;123727;80735;1875;78860;23316;11891;20076;2199;6446;4651;259;338
8317;Ortenaukreis;Baden-Württemberg;425900;19.8;27.4;22800;317094;192872;4425;188447;64810;24574;42823;4346;18844;10222;350;854
8325;Rottweil;Baden-Württemberg;138900;19.6;27.4;24476;102914;63551;1405;62146;23174;6911;10693;1260;7201;4738;125;250
8326;Schwarzwald-Baar-Kreis;Baden-Württemberg;211200;20.7;28.7;23851;147396;87192;1822;85370;31196;9872;17944;1963;8409;6121;161;399
8327;Tuttlingen;Baden-Württemberg;139400;20.9;25.6;25338;95326;57775;1516;56259;21356;5825;10298;1247;6120;4531;107;250
8335;Konstanz;Baden-Württemberg;284000;22.8;26.8;23617;205416;129897;2205;127692;37498;15082;36199;4360;10238;8545;479;1006
8336;Lörrach;Baden-Württemberg;228300;19.7;26.4;25461;161423;97238;1962;95276;26394;14848;24319;3037;8605;6029;301;495
8337;Waldshut;Baden-Württemberg;170200;19.5;27.6;23762;119122;73429;1445;71984;25682;8851;16553;1763;6469;4223;153;319
8415;Reutlingen;Baden-Württemberg;285800;20.6;26.6;23954;200223;124187;1743;122444;37279;15557;27491;3697;13140;12040;282;586
8416;Tübingen;Baden-Württemberg;225800;26.8;22.9;22680;161993;113209;1340;111869;27289;15039;35361;5936;8198;6600;761;1048
8417;Zollernalbkreis;Baden-Württemberg;188200;19.5;28.7;25027;137835;82291;1797;80494;28627;9259;14376;2016;10149;6407;105;334
8421;Ulm, Universitätsstadt;Baden-Württemberg;125600;27.1;23.7;29641;83482;53579;547;53032;13373;7492;16340;1864;3774;3286;259;438
8425;Alb-Donau-Kreis;Baden-Württemberg;194600;20.5;25.4;22884;140124;93880;1734;92146;36095;10052;18793;1772;9143;5424;164;344
8426;Biberach;Baden-Württemberg;198300;21;24.7;22970;146243;93896;1839;92057;37175;8214;18917;1761;8561;5430;150;392
8435;Bodenseekreis;Baden-Württemberg;214700;19.4;28.7;25728;158275;105625;1555;104070;34244;11611;26803;2734;8964;7113;284;729
8436;Ravensburg;Baden-Württemberg;283300;21.3;25.7;22966;208837;133626;2010;131616;46679;12370;33758;3357;9961;7419;296;741
8437;Sigmaringen;Baden-Württemberg;130200;20.6;26.7;22062;96801;61134;1299;59835;24484;5285;12274;1190;6115;3654;97;217
9161;Ingolstadt, Stadt;Bayern;135200;24.8;24;22950;91126;48307;191;48116;18180;4212;9086;1369;5198;2170;152;320
9162;München, Landeshauptstadt;Bayern;1456000;26.4;22.6;29685;928067;607187;952;606235;163314;69366;189160;19206;36274;32116;4300;13112
9163;Rosenheim, Stadt;Bayern;63100;23.9;25.5;22279;41410;23741;85;23656;8477;2226;5185;575;2241;882;81;175
9171;Altötting;Bayern;110300;19.4;28.2;22865;82914;46337;151;46186;22899;3589;6449;859;4050;1150;78;165
9172;Berchtesgadener Land;Bayern;105100;20.8;29.6;22132;75243;43489;188;43301;20329;3178;7176;848;3801;1104;113;152
9173;Bad Tölz-Wolfratshausen;Bayern;126600;19.3;27.3;25486;93112;59005;178;58827;25114;4172;11572;1208;4547;2101;168;383
9174;Dachau;Bayern;152700;20.7;23.9;24411;105723;68840;181;68659;27851;5416;12866;1143;5770;2467;221;465
9175;Ebersberg;Bayern;140800;19.2;24;26614;100417;69005;169;68836;26847;5907;15693;1289;4798;2839;230;606
9176;Eichstätt;Bayern;131600;21.6;23.3;23779;98064;62391;172;62219;30148;4816;7698;1008;6022;1659;124;242
9177;Erding;Bayern;136900;20.6;22.5;24172;99997;63276;183;63093;26175;4116;11159;1207;5797;2017;153;344
9178;Freising;Bayern;178000;23.8;21;23210;121726;77571;261;77310;28109;5738;16737;1748;6413;2737;288;664
9179;Fürstenfeldbruck;Bayern;217800;19;27.1;25055;155179;104616;328;104288;39133;9798;23606;2102;7694;4130;336;831
9180;Garmisch-Partenkirchen;Bayern;88200;18.9;31.2;23933;65722;41530;221;41309;19280;2514;6785;658;3532;1418;111;196
9181;Landsberg am Lech;Bayern;119100;19.2;25.8;24671;90788;60379;153;60226;23196;4363;14416;1269;4381;2118;225;432
9182;Miesbach;Bayern;99200;18.5;28.4;28017;73529;47878;141;47737;21483;3434;8519;751;3538;1907;158;315
9183;Mühldorf a.Inn;Bayern;114500;20.6;26;22935;85802;48898;154;48744;23591;2845;6372;846;5008;1298;107;196
9184;München;Bayern;346400;19.5;25.7;29891;238218;168561;422;168139;63226;16816;39976;3015;11246;8665;597;1824
9185;Neuburg-Schrobenhausen;Bayern;96200;20.4;25.2;22558;72036;39977;103;39874;19694;2427;4974;640;3669;962;55;129
9186;Pfaffenhofen a.d.Ilm;Bayern;126200;21.1;24.1;24891;93530;55841;163;55678;24951;4107;8225;947;5752;1790;122;285
9187;Rosenheim;Bayern;259400;19.4;27.3;24524;195791;123560;336;123224;53762;8768;22753;2020;10273;4078;356;635
9188;Starnberg;Bayern;135500;16.9;28.7;34987;97203;69874;128;69746;25952;6003;18032;1224;4492;4038;262;738
9189;Traunstein;Bayern;176300;19.6;28.9;23908;134120;79726;251;79475;35970;6081;14772;1558;6002;2035;190;326
9190;Weilheim-Schongau;Bayern;134300;19.1;27.9;23691;102661;65636;216;65420;26812;5273;11958;1378;4847;1992;187;372
9261;Landshut, Stadt;Bayern;71200;23.3;26.3;23847;49256;28802;73;28729;11819;2158;5668;733;2552;1139;113;174
9262;Passau, Stadt;Bayern;51800;29.4;27.3;20730;38257;22466;56;22410;9306;1932;4524;614;1824;806;78;396
9263;Straubing, Stadt;Bayern;47600;22.5;27.6;21736;34121;17094;72;17022;8662;1132;1982;409;1991;408;33;62
9271;Deggendorf;Bayern;118700;20.8;26.8;21776;91964;47125;132;46993;25300;2907;4657;735;5359;1062;77;128
9272;Freyung-Grafenau;Bayern;78300;19.2;28.9;20108;63757;31734;94;31640;18113;1842;2447;448;3627;571;57;69
9273;Kelheim;Bayern;121100;21.1;24.6;22451;88551;53158;168;52990;29890;3150;5521;814;4731;1028;115;155
9274;Landshut;Bayern;157200;19.9;24.7;22958;118913;73251;180;73071;37043;3965;8644;1086;7140;1882;134;263
9275;Passau;Bayern;190500;19;28.8;21146;150646;79643;196;79447;43161;5523;7714;1285;8401;1777;118;243
9276;Regen;Bayern;77500;19.5;29.3;20464;62104;29571;74;29497;16146;1955;2303;460;3936;576;35;62
9277;Rottal-Inn;Bayern;120400;20;27.8;22109;92036;50128;151;49977;27867;2762;5147;756;4664;1095;89;187
9278;Straubing-Bogen;Bayern;99800;19.4;26.2;21801;77829;45798;120;45678;26820;2028;3601;559;4828;810;54;113
9279;Dingolfing-Landau;Bayern;95800;21.5;25.3;23052;71333;38817;133;38684;21310;2330;3181;556;4382;910;38;123
9361;Amberg, Stadt;Bayern;42200;20.8;30;21583;32373;16912;69;16843;6682;2098;2690;486;1842;482;41;59
9362;Regensburg, Stadt;Bayern;150900;30.5;22.3;21866;106300;64366;120;64246;20570;5590;17573;2307;4576;2306;609;585
9363;Weiden i.d.OPf., Stadt;Bayern;42500;21.3;29.6;20818;32545;17022;61;16961;6899;2214;2518;505;1818;579;52;53
9371;Amberg-Sulzbach;Bayern;102800;19.4;28;21427;81933;49440;205;49235;21847;5871;5825;955;4705;1135;70;153
